nombre,cantidades,info,sabores,imagen,mix,Artículo,oferta,Estado,Rubro
POROTOS CONDIMENTADOS X200 GR - DURANG,1 UNIDAD,"Porotos condimentados de textura cremosa, prácticos para picadas, ensaladas y guarniciones. Aportan proteína vegetal y fibra; el sodio y las grasas dependen de la preparación.",,https://drive.google.com/file/d/1Rx-J6sU7eIk04R6Pbgus1eLIXr1qXILw/view,,1530,,✅ en precios,ENCURTIDOS
ADOBO PARA PIZZA,100G/250G/1KG,"Mezcla de hierbas y especias pensada para aromatizar pizzas, salsas y panes. Aporta sabor con una porción pequeña; el contenido de sodio depende de si la mezcla incluye sal.",,https://drive.google.com/file/d/1Hpa-w2m8Vn_sBVxKa532gmJKiEyFaz3B/view,,1068,20,✅ en precios,ESPECIAS
AJI MOLIDO FINO,100G/250G/1KG,"Ají seco molido de picor moderado y aroma frutado, ideal para guisos, empanadas y salsas. Se utiliza en pequeñas cantidades y aporta compuestos aromáticos naturales del ají.",,https://drive.google.com/file/d/198MWrKl_mMZ6ML255667bHX9yqNLsuFk/view,,1079,,✅ en precios,ESPECIAS
AJO EN POLVO,100G/250G/1KG,"Ajo deshidratado y molido de sabor concentrado, práctico para adobos, salsas y vegetales. Permite condimentar con una cantidad pequeña y conserva compuestos naturales característicos del ajo.",,https://drive.google.com/file/d/16oa97VYpy0-t9tRPDhLj5dI78OX1A1YY/view,,1085,,✅ en precios,ESPECIAS
AJO GRANULADO,100G/250G/1KG,"Ajo deshidratado en gránulos, de sabor intenso y textura práctica para marinadas, panes y carnes. Se utiliza en pequeñas cantidades y aporta los compuestos aromáticos propios del ajo.",,https://drive.google.com/file/d/1i3FghkKESJrJw0LAOewl9xLoOI4Owp-a/view,,1088,,✅ en precios,ESPECIAS
ALBAHACA EN HOJAS,100G/250G/1KG,"Hierba aromática de notas frescas y levemente dulces, ideal para tomate, pastas y salsas. Se usa en pequeñas cantidades y aporta compuestos vegetales aromáticos.",,https://drive.google.com/file/d/1Y5V26NL92wMotUp_Jgag0SMOWwtKpu34/view,,1099,,✅ en precios,ESPECIAS
ANIS EN GRANO,100G/250G/1KG,"Semillas aromáticas de sabor dulce y anisado, útiles en panes, infusiones y repostería. Se emplean en pequeñas cantidades y aportan aceites esenciales naturales.",,https://drive.google.com/file/d/10Rj5SFRP2MBT2ivj_t8FM0I3xKYEw_G7/view,si,1123,,✅ en precios,ESPECIAS
ANIS ESTRELLADO,50G/250G/1KG,"Especia de aroma intenso y sabor dulce, ideal para infusiones, compotas y preparaciones especiadas. Sus vistosas estrellas también aportan una presentación atractiva en bebidas y recetas.",,https://drive.google.com/file/d/110BKpRZCGMZVqRQ1US6pEtFzah0Jqd00/view,si,1124,,✅ en precios,ESPECIAS
AZAFRAN ESPAÑOL X CAPSULA,1 UNIDAD,"Especia de aroma delicado y color intenso, ideal para arroces, salsas y guisos. Se utiliza en cantidades muy pequeñas, por lo que su aporte nutricional por porción es reducido.",,https://drive.google.com/file/d/1vpzc6luyyWsCPGbYK2HfZCld8GEq3Zvv/view,,1138,,✅ en precios,ESPECIAS
BICARBONATO  DE SODIO,250G/500G/1KG,"Ingrediente alcalino de uso culinario, útil como leudante o regulador de acidez en distintas preparaciones. Aporta sodio y se utiliza en cantidades pequeñas según la receta.",,https://drive.google.com/file/d/1gyE8yPEaayBGMFLEmP6B_ijIRyW9apiA/view,,2089,,✅ en precios,ESPECIAS
CALDO DE VERDURA SIN SAL X10 SOBRES - EL NATURALISTA,1 UNIDAD,"Condimento instantáneo para sopas, arroces y guisos, pensado para aportar sabor de manera práctica. Se disuelve fácilmente y ayuda a lograr preparaciones sabrosas en pocos minutos.",,https://drive.google.com/file/d/1fe-jcgCY2l67EOuLVo7R9c0KHwPzqzNV/view,,2154,,✅ en precios,ESPECIAS
CALDO DE VERDURAS CON SAL X 10 SOBRES - EL NATURALISTA,1 UNIDAD,"Condimento instantáneo para sopas, arroces y guisos, pensado para aportar sabor de manera práctica. Se disuelve fácilmente y ayuda a lograr preparaciones sabrosas en pocos minutos.",,https://drive.google.com/file/d/1QxuNARdPyT1S79YHx2z5FhnfhY3KC5qG/view,,2155,,✅ en precios,ESPECIAS
CANELA EN RAMA,50G/250G/1KG,"Especia de aroma cálido y sabor levemente dulce, ideal para infusiones, frutas y repostería. Se usa en pequeñas cantidades y aporta compuestos antioxidantes naturales.",,https://drive.google.com/file/d/1yLOgWp7aQmQ6Gfv4Zo-XRDknTZoLqrhi/view,si,1167,,✅ en precios,ESPECIAS
CANELA MOLIDA,100G/250G/1KG,"Especia de aroma cálido y sabor levemente dulce, ideal para infusiones, frutas y repostería. Se usa en pequeñas cantidades y aporta compuestos antioxidantes naturales.",,https://drive.google.com/file/d/1WXIYjf82ASvUYhrC3r924VmhPWNc9i3-/view,si,1168,,✅ en precios,ESPECIAS
CARDAMOMO,50G/250G/1KG,"Especia cítrica y aromática, ideal para infusiones, curries, panes y postres. Se utiliza en pequeñas cantidades y aporta aceites esenciales responsables de su aroma.",,https://drive.google.com/file/d/1gBK5oIsBtJbQv88srpZ6DZct7McJdEX7/view,si,1176,,✅ en precios,ESPECIAS
CEBOLLA EN ESCAMAS,100G/250G/1KG,"Cebolla deshidratada de sabor concentrado, práctica para sopas, salsas y adobos. Aporta pequeñas cantidades de fibra y compuestos vegetales; puede rehidratarse durante la cocción.",,https://drive.google.com/file/d/1vASYt2UrVhhl1AA7fXeWlWxGUz7_qosQ/view,,1182,,✅ en precios,ESPECIAS
CHIMICHURRI,100G/250G/1KG,"Mezcla de hierbas y especias ideal para marinadas, carnes y vegetales. Aporta sabor con poca cantidad; el contenido de sodio depende de si la preparación incluye sal.",,https://drive.google.com/file/d/1lqMuR5X-im_1fuC3d_k4-z-qmpWLDcBe/view,,1201,10,✅ en precios,ESPECIAS
CLAVO DE OLOR ENTERO,50G/250G/1KG,"Especia de aroma intenso, cálido y levemente picante, adecuada para infusiones, conservas y repostería. Se utiliza en cantidades pequeñas y aporta aceites esenciales naturales.",,https://drive.google.com/file/d/10AZzo5zHczh5mib2nk55TMhenrY2W-7G/view,si,1209,,✅ en precios,ESPECIAS
COMINO MOLIDO,100G/250G/1KG,"Especia de aroma terroso y sabor cálido, ideal para legumbres, guisos y carnes. Se emplea en pequeñas cantidades y aporta compuestos aromáticos naturales.",,https://drive.google.com/file/d/14ga-yNjWExhPg_zBqPYRP8U20XTaTPA6/view,,1214,,✅ en precios,ESPECIAS
CONDIMENTO PARA ARROZ,100G/250G/1KG,"Mezcla de especias diseñada para dar color, aroma y sabor a arroces, guisos y vegetales. Una forma simple de lograr preparaciones más intensas y apetitosas.",,https://drive.google.com/file/d/1mV89rz9BTpeWR_BspWModpBzXtGtq6VP/view,,1219,20,✅ en precios,ESPECIAS
CORIANDRO ENTERO,50G/250G/1KG,"Semilla aromática de notas cítricas y cálidas, ideal para curries, panes y marinadas. Se utiliza en pequeñas cantidades y aporta aceites esenciales naturales.",,https://drive.google.com/file/d/1Pg3wwOrxOD_xKjCQ_vZDSrEL-9NrBGoe/view,,1232,,✅ en precios,ESPECIAS
CORIANDRO MOLIDO,100G/250G/1KG,"Semilla aromática de notas cítricas y cálidas, ideal para curries, panes y marinadas. Se utiliza en pequeñas cantidades y aporta aceites esenciales naturales.",,https://drive.google.com/file/d/1jHmsqpsITj6S-274W6mPBujMciblzIsH/view,,1233,20,✅ en precios,ESPECIAS
CURCUMA MOLIDA,100G/250G/1KG,"Especia de color amarillo intenso y sabor terroso, ideal para arroces, curries, sopas y vegetales. Aporta curcuminoides naturales y un color vibrante que realza cada preparación.",,https://drive.google.com/file/d/1GPRzBVDuypLKSEti6GOGlVC9JwMRyT_s/view,,1236,,✅ en precios,ESPECIAS
CURRY,100G/250G/1KG,"Mezcla aromática de especias de perfil cálido, ideal para arroces, vegetales y salsas. Su composición y picor varían según la mezcla; se utiliza en pequeñas cantidades.",,https://drive.google.com/file/d/1jA1Da9nsYkxqb064qN-deDqSVofYK_sN/view,,1239,,✅ en precios,ESPECIAS
FINAS HIERBAS,100G/250G/1KG,"Mezcla de hierbas aromáticas de perfil suave, ideal para salsas, vegetales, huevos y carnes blancas. Aporta aroma con poca cantidad y su composición puede variar.",,https://drive.google.com/file/d/1juMC_2Ac-qnLQfZCOIBapMnxOREGzAk2/view,,1270,20,✅ en precios,ESPECIAS
GARAM MASALA,100G/250G/1KG,"Mezcla de especias cálidas y aromáticas, tradicional en curries, legumbres y vegetales. Se agrega generalmente al final de la cocción y su composición puede variar.",,https://drive.google.com/file/d/189k0ThQJ76B0JPfQSTyHcP7IjqCJrxPu/view,,2101,,✅ en precios,ESPECIAS
GELATINA SIN SABOR,100G/250G/1KG,"Gelificante neutro utilizado para dar estructura a postres, mousses y preparaciones saladas. Aporta principalmente proteínas derivadas del colágeno; la cantidad por porción depende de la receta.",,https://drive.google.com/file/d/1UQVEGcK8u84nFucxoQlFkI3gJjVppxfu/view,,1702,,✅ en precios,ESPECIAS
HONGOS SECOS DE PINO,100G/250G/1KG,"Hongos deshidratados de aroma intenso y sabor umami, ideales para risottos, salsas y guisos. Al hidratarlos recuperan una textura agradable y liberan todo su carácter en la cocción.",,https://drive.google.com/file/d/12GNbZT09bgyQDMhq775VmHtpqU8_9ued/view,,1314,,✅ en precios,ESPECIAS
JENGIBRE MOLIDO ,100G/250G/1KG,"Especia de sabor cítrico y picante, ideal para infusiones, curries y repostería. Se utiliza en pequeñas cantidades y aporta compuestos aromáticos naturales como los gingeroles.",,https://drive.google.com/file/d/1v1r7FzJRkSlfaUHaVJBqvOWLnvUImi5F/view,si,1320,,✅ en precios,ESPECIAS
JULIANA SIN PAPA,100G/250G/1KG,"Mezcla de vegetales deshidratados cortados en tiras, práctica para sopas, arroces y guisos. Aporta fibra y compuestos vegetales; el contenido de sodio depende de la formulación.",,https://drive.google.com/file/d/11NW2sPd4I0-ZMrrUlZ-2vl-VrrgavtUV/view,,1333,,✅ en precios,ESPECIAS
LAUREL EN HOJAS,50G/250G/1KG,"Hoja aromática de sabor profundo, ideal para guisos, salsas, legumbres y marinadas. Se utiliza durante la cocción y se retira antes de servir.",,https://drive.google.com/file/d/19bwGgV6YoezMrNPaHJmyQgY2jXW8cmER/view,,1350,,✅ en precios,ESPECIAS
LEVADURA DE CERVEZA NUTRICIONAL,250G/500G/1KG,"Levadura inactiva de sabor intenso y perfil umami, útil para espolvorear o enriquecer preparaciones. Aporta proteína, fibra y vitaminas del grupo B en cantidades que dependen del producto.",,https://drive.google.com/file/d/1F9LkUpAOH4Bv7o72qdHSlZcx08vO3f4O/view,,1360,,✅ en precios,ESPECIAS
MACA EN POLVO,250G/500G/1KG,"Raíz andina molida de sabor terroso y levemente dulce, práctica para licuados, yogures y repostería. Aporta hidratos de carbono, fibra y pequeñas cantidades de minerales.",,https://drive.google.com/file/d/1z6dH_ZbRJYvrqG5pUgHPU6wk-Jwz4J3B/view,,1363,,✅ en precios,ESPECIAS
MERKEN CHILENO,100G/250G/1KG,"Condimento ahumado y picante a base de ají, ideal para carnes, papas, sopas y vegetales. Se utiliza en pequeñas cantidades; el contenido de sal depende de la mezcla.",,https://drive.google.com/file/d/13q619N0FCitoK7u74RsfZuzIwbvrd-D0/view,,2308,,✅ en precios,ESPECIAS
MIX  4 PIMIENTAS,100G/250G/1KG,"El mix 4 pimientas combina distintas variedades como pimienta negra, blanca, verde y rosa. Ofrece un perfil aromático equilibrado, con notas picantes y levemente dulces. Es ideal para condimentar carnes, verduras y preparaciones gourmet.",,https://drive.google.com/file/d/1DVNqaSTba29hzHds0u5V_yPPvgetHbOP/view,,1418,,✅ en precios,ESPECIAS
MOSTAZA EN GRANOS,100G/250G/1KG,"Semillas de sabor picante y aroma característico, ideales para encurtidos, aderezos y marinadas. Aportan grasas, proteína vegetal y fibra, aunque se consumen en pequeñas cantidades.",,https://drive.google.com/file/d/12NL4LoDCzWXURU_f8oZYlHl4KxK3nRIv/view,,1436,,✅ en precios,ESPECIAS
NUEZ MOSCADA ENTERA,50G/250G/1KG,"Especia cálida y aromática, ideal para salsas blancas, purés, rellenos y repostería. Su sabor concentrado aporta profundidad con apenas un toque.",,https://drive.google.com/file/d/1cnsk6mLfHOJqVApd28MQT1AKNt0PRNOW/view,,1451,,✅ en precios,ESPECIAS
NUEZ MOSCADA MOLIDA,50G/250G/1KG,"Especia cálida y aromática, ideal para salsas blancas, purés, rellenos y repostería. Su sabor concentrado aporta profundidad con apenas un toque.",,https://drive.google.com/file/d/1eUcDhT0z9fB8vtXkXh15nPzu2iBvpF4W/view,,1452,20,✅ en precios,ESPECIAS
OREGANO,100G/250G/1KG,"Hierba aromática de sabor intenso, ideal para pizzas, salsas y vegetales. Se utiliza en pequeñas cantidades y aporta compuestos vegetales aromáticos.",,https://drive.google.com/file/d/1yMf1m6G2q8Frzabb5BW8NKtODUA8obGd/view,,1455,,✅ en precios,ESPECIAS
PEREJIL EN HOJAS,50G/250G/1KG,"Hierba de sabor fresco y suave, práctica para salsas, sopas y terminaciones. Aporta aroma y compuestos vegetales, aunque la porción habitual es pequeña.",,https://drive.google.com/file/d/1OeCEZFYqtxbq7SqE5DRfA2rSgTYv7CKG/view,,1489,,✅ en precios,ESPECIAS
PESTO,100G/250G/1KG,"Mezcla seca de hierbas y condimentos pensada para pastas, salsas y aderezos. Aporta un perfil aromático, fresco y sabroso de manera rápida y práctica.",,https://drive.google.com/file/d/1LJ1PlblZ5K8uEGN6YVmTJeQ0_-Osu_Xi/view,,1495,,✅ en precios,ESPECIAS
PIMENTON AHUMADO,100G/250G/1KG,"Pimentón de sabor dulce y ahumado, ideal para guisos, carnes y vegetales. Aporta color y compuestos naturales del pimiento con una porción pequeña.",,https://drive.google.com/file/d/1g4iUJlyTNJDMWuReSIz7Zj1rFsvzBQHT/view,,1502,,✅ en precios,ESPECIAS
PIMENTON DULCE,100G/250G/1KG,"Pimentón de sabor suave y color rojo intenso, ideal para guisos, arroces y salsas. Aporta compuestos naturales del pimiento y se utiliza en pequeñas cantidades.",,https://drive.google.com/file/d/1lt0m49r-BrAum_Getg5jMBEsT0qczVoB/view,,1505,,✅ en precios,ESPECIAS
PIMENTON PICANTE,100G/250G/1KG,"Pimentón de sabor intenso y picante, ideal para guisos, salsas, carnes y vegetales. Aporta un color vibrante y un toque especiado que realza las preparaciones.",,https://drive.google.com/file/d/1BN3SVwCyqDoexQPUthY_HdZHyE77FoKq/view,,1506,20,✅ en precios,ESPECIAS
PIMIENTA BLANCA EN GRANO,100G/250G/1KG,"Pimienta de aroma intenso y picor característico, útil para condimentar todo tipo de preparaciones. Se usa en pequeñas cantidades y aporta compuestos aromáticos como la piperina.",,https://drive.google.com/file/d/1T9Zn-xWhkudQKANj5snd4wP1DuH4YV6Z/view,,1508,,✅ en precios,ESPECIAS
PIMIENTA BLANCA MOLIDA,100G/250G/1KG,"Pimienta de aroma intenso y picor característico, útil para condimentar todo tipo de preparaciones. Se usa en pequeñas cantidades y aporta compuestos aromáticos como la piperina.",,https://drive.google.com/file/d/1wkGfk3jIyIrwEE48vXAgvrg1Il2WZ1Fx/view,,1510,,✅ en precios,ESPECIAS
PIMIENTA CAYENA MOLIDA,100G/250G/1KG,"Especia de picor marcado, ideal para salsas, guisos y marinadas. Aporta capsaicinoides naturales y se utiliza en cantidades pequeñas.",,https://drive.google.com/file/d/13TPC5vKbG93xfKC4XxPSvxTCn8sPwvuu/view,,1511,,✅ en precios,ESPECIAS
PIMIENTA JAMAICA,100G/250G/1KG,"Especia aromática con notas de canela, clavo y nuez moscada, ideal para marinadas y repostería. Se utiliza en pequeñas cantidades y aporta aceites esenciales naturales.",,https://drive.google.com/file/d/1vm7x-X4iHnuS-ozQIHFv3UdPvfKyqrsH/view,si,2264,,✅ en precios,ESPECIAS
PIMIENTA NEGRA EN GRANO,100G/250G/1KG,"Pimienta de aroma intenso y picor característico, útil para condimentar todo tipo de preparaciones. Se usa en pequeñas cantidades y aporta compuestos aromáticos como la piperina.",,https://drive.google.com/file/d/1tPjQrMloQfj3JjOhMasP_dlixSDPQjEJ/view,,1512,,✅ en precios,ESPECIAS
PIMIENTA NEGRA MOLIDA,100G/250G/1KG,"Pimienta de aroma intenso y picor característico, útil para condimentar todo tipo de preparaciones. Se usa en pequeñas cantidades y aporta compuestos aromáticos como la piperina.",,https://drive.google.com/file/d/1hi7X5XMAir413dFUdW75r2zVda2Gq8O8/view,,1513,,✅ en precios,ESPECIAS
POLEN,50G/250G/1KG,"Polen granulado de sabor floral y textura levemente crocante. Aporta hidratos de carbono, proteína y micronutrientes en cantidades variables; puede causar reacciones en personas alérgicas al polen o a productos de la colmena.",,https://drive.google.com/file/d/15qo5QHuXyx3W1HpLWMH386b5KY2zWX80/view,si,2092,,✅ en precios,ESPECIAS
PROVENZAL,100G/250G/1KG,"Mezcla de ajo y perejil, ideal para carnes, papas, vegetales y salsas. Aporta sabor con una porción pequeña; el sodio depende de si incluye sal.",,https://drive.google.com/file/d/17w5cGRIkWOcIpmnEdmKbSDOrHGxvfLGp/view,,1545,,✅ en precios,ESPECIAS
ROMERO EN HOJAS,100G/250G/1KG,"Hierba aromática de notas resinosas, ideal para papas, panes, carnes y aceites saborizados. Se utiliza en pequeñas cantidades y aporta compuestos vegetales aromáticos.",,https://drive.google.com/file/d/1vWdRDWMaE8T2WSpKKShPlQdpYaPO0cWU/view,si,1555,,✅ en precios,ESPECIAS
SAL DEL HIMALAYA FINA,250G/500G/1KG,"Sal mineral de sabor salado limpio, disponible en diferentes granulometrías para cocinar o terminar platos. Aporta principalmente sodio; los minerales traza se encuentran en cantidades pequeñas.",,https://drive.google.com/file/d/1U5PFIgWHbY67ysXa_lu9whBjqAT9YNRE/view,,1557,,✅ en precios,ESPECIAS
SAL DEL HIMALAYA GRUESA,250G/500G/1KG,"Sal mineral de sabor salado limpio, disponible en diferentes granulometrías para cocinar o terminar platos. Aporta principalmente sodio; los minerales traza se encuentran en cantidades pequeñas.",,https://drive.google.com/file/d/1vsKmt8U8fR6oF5KFcBFk_AxxLbc_ePAK/view,,1558,,✅ en precios,ESPECIAS
SAL DIETETICA NATURAL - EL NATURALISTA,1 UNIDAD,"Alternativa para condimentar y realzar el sabor de las comidas con un perfil mineral diferente al de la sal tradicional. Su composición puede incluir potasio u otros minerales; si seguís una pauta médica específica, elegila de acuerdo con esa indicación.",,https://drive.google.com/file/d/1jGh6JKevdvbZyEzGa5UspowL1qs-Gric/view,,2376,,✅ en precios,ESPECIAS
SAL MARINA FINA X500 GR - MACROZEN,1 UNIDAD,"Sal obtenida por evaporación de agua de mar, ideal para cocinar o terminar platos. Su sabor limpio y su textura realzan ingredientes dulces y salados.",,https://drive.google.com/file/d/1JW_l3VBVspy2lhVkPC9xuo1uDcrTRCEI/view,,1561,,✅ en precios,ESPECIAS
SAL MARINA GRUESA X500 GR - MACROZEN,1 UNIDAD,"Sal obtenida por evaporación de agua de mar, ideal para cocinar o terminar platos. Su sabor limpio y su textura realzan ingredientes dulces y salados.",,https://drive.google.com/file/d/13lLlZwl1jv7l5nCO7mFIrtPptQB-uJGa/view,,1562,,✅ en precios,ESPECIAS
TOMILLO,100G/250G/1KG,"Hierba aromática de perfil terroso y levemente cítrico, ideal para vegetales, carnes y salsas. Se utiliza en pequeñas cantidades y aporta compuestos aromáticos naturales.",,https://drive.google.com/file/d/1a0m5cEXMmOz7pkmjj4Gyw95hUopWYwxt/view,si,1633,,✅ en precios,ESPECIAS
ALMENDRA PARTIDA,250G/500G/1KG,"Almendras de sabor suave y textura crocante, prácticas para colaciones, granolas, repostería y ensaladas. Aportan grasas insaturadas, proteína vegetal, fibra, vitamina E y minerales como el magnesio.",,https://drive.google.com/file/d/1haZ64ESOumYBedGUI0AvxzAmGItSUbYz/view,si,4452,,❌ no está en precios,
ALMENDRAS NONPAREIL,250G/500G/1KG,"Almendras de sabor suave y textura crocante, prácticas para colaciones, granolas, repostería y ensaladas. Aportan grasas insaturadas, proteína vegetal, fibra, vitamina E y minerales como el magnesio.",,https://drive.google.com/file/d/16PznJURYBrA658AwGfRM2tXNLzkz196Y/view,si,1842,,✅ en precios,FRUTOS SECOS
AVELLANAS SIN CASCARA,250G/500G/1KG,"Avellanas de sabor delicado y textura crocante, ideales para colaciones, chocolates y repostería. Aportan grasas insaturadas, fibra, vitamina E y minerales como magnesio y cobre.",,https://drive.google.com/file/d/1aJSoUs-mQkVvjAII9QM7n73cIpDNFwmr/view,si,1134,,✅ en precios,FRUTOS SECOS
CASTAÑAS CAJU,250G/500G/1KG,"Fruto seco de textura crocante, ideal para colaciones, granolas y preparaciones. Aporta grasas insaturadas, proteína vegetal, fibra y minerales.",,https://drive.google.com/file/d/1Xoz8PXa0yjIg4WT0HIART70CGIFopFWP/view,si,1180,,✅ en precios,FRUTOS SECOS
MAIZ FRITO SALADO,250G/500G/1KG,"Maíz frito de textura muy crocante y sabor salado, pensado para picadas y colaciones. Un snack sabroso, rendidor y perfecto para compartir.",,https://drive.google.com/file/d/1w8K6DYN0lCj_gFSuXDq3dJ_uV1nPv9cf/view,si,1365,,✅ en precios,FRUTOS SECOS
MANI CON CASCARA X 1 KG,1 UNIDAD,"Maní de sabor tostado y textura crocante, práctico para colaciones y picadas. Aporta proteína vegetal, grasas mayormente insaturadas, fibra y minerales; sodio y aceites agregados dependen de la preparación.",,https://drive.google.com/file/d/11SXWudmCqa7TyAEUmhGj5wsAn-YIdBom/view,,1375,,✅ en precios,FRUTOS SECOS
MANI JAPONES,250G/500G/1KG,"Maní de sabor tostado y textura crocante, práctico para colaciones y picadas. Aporta proteína vegetal, grasas mayormente insaturadas, fibra y minerales; sodio y aceites agregados dependen de la preparación.",,https://drive.google.com/file/d/1FDunmm6i6iGRFgxhkqK2B2qQIfSVnSZg/view,si,1378,,✅ en precios,FRUTOS SECOS
MANI SABORIZADO,250G/500G/1KG,"Maní de sabor tostado y textura crocante, práctico para colaciones y picadas. Aporta proteína vegetal, grasas mayormente insaturadas, fibra y minerales; sodio y aceites agregados dependen de la preparación.",,https://drive.google.com/file/d/1QI0JfVC4Lyj9OaS3TMhuDQEx1ywEHv8M/view,si,1379,,✅ en precios,FRUTOS SECOS
MANI TOSTADO SALADO,250G/500G/1KG,"Maní de sabor tostado y textura crocante, práctico para colaciones y picadas. Aporta proteína vegetal, grasas mayormente insaturadas, fibra y minerales; sodio y aceites agregados dependen de la preparación.",,https://drive.google.com/file/d/1aEl6_09KtMcXJIFFqzh82v3nytZX3UfZ/view,si,1380,,✅ en precios,FRUTOS SECOS
MANI TOSTADO SIN SAL,250G/500G/1KG,"Maní de sabor tostado y textura crocante, práctico para colaciones y picadas. Aporta proteína vegetal, grasas mayormente insaturadas, fibra y minerales; sodio y aceites agregados dependen de la preparación.",,https://drive.google.com/file/d/1WjRKtTo5EirWVe7gwDKwjb6O93qfG_J6/view,si,1381,,✅ en precios,FRUTOS SECOS
MIX CERVECERO,250G/500G/1KG,"El mix cervecero es una combinación de snacks salados pensada para acompañar bebidas. Incluye maní salado, maíz frito y maní rebozado, logrando un equilibrio entre crocante y sabor intenso. Es ideal para picadas y momentos sociales.",,https://drive.google.com/file/d/1OCCwZkBFZdM5oEWywgt5TXQ1goqX7DwU/view,,1416,,✅ en precios,FRUTOS SECOS
MIX PATAGONICO,250G/500G/1KG,"Intenso y equilibrado: Nuez, Almendras, Castañas, Pasas
Morochas, Arándanos, Frutilla Glaseada y Coco En Escamas.",,https://drive.google.com/file/d/15FkU9Z-6lQxlQEVG2LpSA6SAIQ6JsNjA/view,,1426,,✅ en precios,FRUTOS SECOS
MIX SALADO,250G/500G/1KG,"Ideal para picadas: Maní, Pasas De Uva Rubia, Castañas De
Cajú, Almendras.",,https://drive.google.com/file/d/1eZQKbgdKDK9dmVT4r8IdA7CZyNIe_QLq/view,,1660,,✅ en precios,FRUTOS SECOS
MIX SIN PASAS PREMIUM,250G/500G/1KG,"Puro sabor, sin pasas: Nuez Mariposa Extra Light,
Almendras Nonpareil, Castañas y Maní Tostado.",,https://drive.google.com/file/d/1mxIbgm9P-xQtXref_PIV0oxiCeJH0WBC/view,,2228,,✅ en precios,FRUTOS SECOS
MIX TRADICIONAL,250G/500G/1KG,"Un clásico que nunca falla: Nueces, Almendras, Pasas
Rubias, Pasas Morochas y Maní.",,https://drive.google.com/file/d/1-roSiofiHxkMmDM-Bd_K_DBgWcXC8Ge0/view,,1429,,✅ en precios,FRUTOS SECOS
MIX TROPICAL,250G/500G/1KG,"Para los que buscan un toque exótico: Nuez, Almendras, Maní Tostado,
Castañas, Pasas Morochas y Rubias, Fruta Glaseada y Chips De Banana.",,https://drive.google.com/file/d/1GoCWwa9uCvBeTnZeY6KA0pYRGoSCytkb/view,,1430,,✅ en precios,FRUTOS SECOS
NUEZ CON CASCARA,250G/500G/1KG,"Nueces de sabor suave y textura crocante, ideales para colaciones, ensaladas y repostería. Aportan grasas poliinsaturadas, incluido omega 3 vegetal, además de fibra, proteína y minerales.",,https://drive.google.com/file/d/1CyU_LATUzon6ngDDu-XQ0RTSmr-E_1nj/view,,1446,,✅ en precios,FRUTOS SECOS
NUEZ CUARTILLO,250G/500G/1KG,"Nueces de sabor suave y textura crocante, ideales para colaciones, ensaladas y repostería. Aportan grasas poliinsaturadas, incluido omega 3 vegetal, además de fibra, proteína y minerales.",,https://drive.google.com/file/d/14S3MSYxxh2QTPkE9oteOswe1cHG7X6Dl/view,si,1441,,❌ no está en precios,
NUEZ CUARTOS,250G/500G/1KG,"Nueces de sabor suave y textura crocante, ideales para colaciones, ensaladas y repostería. Aportan grasas poliinsaturadas, incluido omega 3 vegetal, además de fibra, proteína y minerales.",,https://drive.google.com/file/d/1RyQfFCD3Rz7nBnh11Udnd-ziuNEtWWL-/view,si,1445,,✅ en precios,FRUTOS SECOS
NUEZ DE BRASIL,250G/500G/1KG,"Nueces de Brasil de textura cremosa y sabor suave, ideales para colaciones y mezclas. Aportan grasas insaturadas, proteína vegetal, fibra y selenio.",,https://drive.google.com/file/d/17a3w7qdy8D4B_Uqz2l__2mTjwdeG3his/view,si,4453,,✅ en precios,FRUTOS SECOS
NUEZ MARIPOSA EXTRA LIGHT,250G/500G/1KG,"Nueces de sabor suave y textura crocante, ideales para colaciones, ensaladas y repostería. Aportan grasas poliinsaturadas, incluido omega 3 vegetal, además de fibra, proteína y minerales.",,https://drive.google.com/file/d/167aPKGseonfAupfKO_SlZyXf4KgRZuGN/view,si,1716,,✅ en precios,FRUTOS SECOS
NUEZ MARIPOSA LIGHT,250G/500G/1KG,"Nueces de sabor suave y textura crocante, ideales para colaciones, ensaladas y repostería. Aportan grasas poliinsaturadas, incluido omega 3 vegetal, además de fibra, proteína y minerales.",,https://drive.google.com/file/d/1rjXARkriZMbrdSDNvJ7iOKfGBHxI-Pki/view,si,1450,,✅ en precios,FRUTOS SECOS
PISTACHOS CON CASCARA,250G/500G/1KG,"Pistachos de sabor delicado y textura crocante, prácticos para colaciones, picadas y repostería. Aportan grasas insaturadas, proteína vegetal, fibra, potasio y vitamina B6.",,https://drive.google.com/file/d/1NN9wZhH-cezQ5-KsuvBegMHA2zb-MY1p/view,,1522,,✅ en precios,FRUTOS SECOS
PISTACHOS NATURALES SIN CASCARA ,250G/500G/1KG,"Pistachos de sabor delicado y textura crocante, prácticos para colaciones, picadas y repostería. Aportan grasas insaturadas, proteína vegetal, fibra, potasio y vitamina B6.",,https://drive.google.com/file/d/1ao2TPp5bV6oht4e9lYmJGp2QLY5VMn9q/view,si,2369,,✅ en precios,FRUTOS SECOS
